Shop_id,shop_name,shop_latitude,shop_longitude,daily sales,order_per_day,cust_id,order_id,emp_id
61,Shop 3,7.11667,124.4,217,9,23-652-1744,01HD76CABB7K7PCCZ1ZF4904YA,847
9,shop 10,30.884195,115.764855,112,9,19-287-5710,01HD76C9DFT5H3YC7MY5Z1QCM6,16
9837,shop 4,42.9285549,133.0448635,280,18,22-927-5630,01HD76C96STQD2XH8GMMQGHBRY,165
56,shop 8,45.446079,11.0057554,392,19,08-014-7618,01HD76C9P6Z9W557E13JX17TME,34
11584,shop 9,27.951331,92.009188,302,16,00-867-8155,01HD76C8ZA6C2CY34ANRJNTGAS,208
6,shop 4,46.2107921,15.0174249,187,10,51-347-5742,01HD76C9SR9Q0SMXYWVRVW0K40,483
667,shop 8,31.091814,121.197458,420,11,90-953-7117,01HD76CAHJGBTCC3915756TQEY,759
21,shop 5,49.3581406,0.0676641,414,10,53-848-0593,01HD76CA057QA4RA4T204QN89F,365
21739,shop 9,30.513598,110.361715,132,8,64-914-3469,01HD76C9YYJWHPN3YTAVEQ6DAM,372
4094,shop 9,53.8514527,18.3991666,315,12,67-360-1114,01HD76CAA54J2HA7XMXM0YHVRQ,701
5075,Shop 1,-6.9770845,112.4736874,427,6,20-384-8783,01HD76CA3JGMD5R1VMKABPPQVQ,183
93,Shop 1,13.1782149,30.2166519,369,13,13-718-9661,01HD76CAD3YPGC7AJ132YB6T4Y,629
744,shop 9,42.8718884,73.1963111,202,11,13-371-2135,01HD76CA4P4VF3JP827Z5HR77T,408
82,Shop 2,60.7373073,24.7548524,105,13,18-783-9873,01HD76CAGGPK0HYM172KCZP04T,864
350,shop 7,37.3342647,-7.4879608,484,9,74-324-2166,01HD76C9VYYN1GS7AADND0RY3F,188
665,shop 6,31.4478222,12.9838564,463,9,48-007-0485,01HD76C99BV71H52XGKGKCBYRC,735
937,shop 7,28.1905018,112.999502,242,11,39-056-1451,01HD76C9SSTCKMVR1PBQBYANNX,654
517,shop 4,14.9269532,-89.7161012,138,7,10-975-2649,01HD76C9M8WX81B300HZXH8YND,2
29054,Shop 3,32.28548,35.021481,441,11,87-548-0805,01HD76CA7KPRB3519WT6ZT2PRQ,559
99637,shop 5,-34.5006776,-58.8072561,202,19,98-961-0567,01HD76C9HNDTMNY3ZWWHGKKDHZ,652
099,shop 8,50.0884409,14.5888523,406,7,58-980-9484,01HD76CAA54J2HA7XMXM0YHVRQ,536
4214,shop 6,19.3579802,-99.0806088,427,19,20-602-0615,01HD76C9WK0B9275FXB7RPJVWK,722
5327,shop 7,44.7771057,33.5458805,161,13,01-248-3941,01HD76C95H1SGT354YG2HQAMQF,10
67,shop 6,14.5694082,121.0215733,478,8,25-534-9010,01HD76C9JHMCNHWPJAB7W9CFXY,384
0,shop 5,-23.119901,-134.9702654,421,13,30-757-7907,01HD76C9894B1CRTVR5VDWMTKH,937
9,shop 5,5.9840985,116.0761121,490,19,57-850-9206,01HD76CAH70098T45C6YWPX0YX,330
84,shop 9,30.857151,120.185838,479,13,28-293-2326,01HD76C9WYW0FQJY0V1H1C6Z0X,502
6,Shop 1,-38.0033365,-57.5430848,209,15,28-284-2497,01HD76CA8NC5ZC8W9TZ6N3QS1C,732
828,shop 7,31.9311556,120.3086809,117,8,79-047-6277,01HD76CAAB8JG3HVHAV6G2MQJY,83
01433,Shop 2,9.9567542,123.3709704,227,16,74-243-4430,01HD76C9WNAFWCJ2NBWGFJ6H9G,399
58,Shop 2,-28.5757953,-70.7571009,308,16,85-244-1464,01HD76CACCSKVFHWWEH7F1TVD5,737
56618,shop 8,48.3000957,39.7430006,216,9,77-651-6629,01HD76C9DBY5G7XFRM1XM2HG7Y,392
970,shop 10,35.54729,65.5676,103,7,86-942-1883,01HD76C9KN4TXZYQS1MSTH8X53,305
293,shop 10,44.435508,84.678548,372,20,13-365-4252,01HD76C8Z0NNDWTK6X7GQMFTVP,736
96471,Shop 3,50.3257904,19.0018119,220,6,58-987-3425,01HD76C97127FAMXHTWH1SDPHJ,208
883,shop 7,48.081286,20.7644305,335,16,86-596-4889,01HD76C964PRXZYDMXG4E8TQN0,785
26,shop 5,59.3289759,18.0651149,449,7,58-245-2559,01HD76C92TNK5MV90DVERQKQ69,840
9,shop 10,49.689224,6.0628765,140,8,68-970-9001,01HD76C90GDCXFR0V0Y279J64Z,457
90840,Shop 2,53.905048,27.5393261,249,17,14-526-9204,01HD76CAHXRTM0W91SV4VZQC7J,15
9,Shop 2,39.8019855,-8.8714085,151,18,62-674-4428,01HD76C9KZBCZW1ANR6A70YDTC,401
1053,shop 8,30.274084,120.15507,307,5,87-004-9805,01HD76CAD91QK9PRT683S9BGFN,283
2,shop 9,42.6002262,46.5477914,394,7,30-501-0097,01HD76C9KPF1ENCDH46G52JZ5K,424
2,Shop 3,-21.9221397,-50.7317774,358,18,21-992-0486,01HD76CA9FCZF7DCV5EDQH2EP1,429
3173,shop 6,-6.8264662,106.6400362,431,11,84-699-1467,01HD76C9YAQG8N3Q5WXNXV4P8V,790
12316,Shop 1,-2.389643,112.907402,280,14,59-788-0110,01HD76C93XAF6WZNZDHWH36TCY,817
38205,shop 9,-7.8184706,110.3922413,213,18,82-183-7848,01HD76CACCSKVFHWWEH7F1TVD5,769
6077,Shop 1,6.1097207,102.2462087,182,15,82-348-8527,01HD76C9KN4TXZYQS1MSTH8X53,394
1,shop 10,24.777412,108.904706,196,6,21-702-7268,01HD76C980EZ4HK53QBVXM4XQG,576
0832,shop 6,36.091367,120.494295,490,16,55-645-7270,01HD76C9J8MH0DHC7G2C0XVRSS,846
4,shop 9,28.108088,114.457886,464,9,92-772-5933,01HD76C94RYYWD1WH0HJPY1SG4,941
0710,shop 4,14.565668,121.0317737,166,13,58-854-6333,01HD76C9WT22V2HQKR3THV2T8K,135
1904,shop 8,48.7114913,23.1850055,180,13,61-870-0418,01HD76CAH26945V4C7C9FQM299,103
98,Shop 2,33.8831154,130.6524512,203,6,15-631-1325,01HD76CA6WY7YZY22MXKKATXWD,210
96494,shop 5,-20.8420055,-40.7357215,311,16,05-917-8215,01HD76C9TVEM9F3VY1F7K10582,589
811,Shop 3,45.5080397,-73.564543,266,17,64-914-3469,01HD76C97MDCW8PHKT1M8PW1W0,582
85657,shop 7,40.9314367,20.0032794,231,16,69-040-1134,01HD76C9FDE8BKHRJQ0FGMFQYM,376
31412,shop 6,49.0537242,15.1147336,259,6,35-984-3277,01HD76C9WAAYX4BZKQ380N79XX,256
3,Shop 1,40.400903,116.771211,349,15,75-126-2315,01HD76C9B9R7BMNPJ6XJ7YH97M,43
64352,shop 5,15.6627727,120.487985,427,9,75-721-7975,01HD76C94EZPC2TWZDZ74YXJX5,990
00,shop 5,59.3497176,18.0962527,437,12,35-140-2314,01HD76C9NJ2WJXV7BMEE03YW56,841
3950,shop 6,41.57365,120.4493879,318,19,09-498-1757,01HD76C98Z18T38MF9PJ2H6RJ3,692
73,shop 10,5.409158,-73.295881,468,9,51-482-1037,01HD76C9D0RYF3ABSHPEZS9W74,805
5,shop 5,34.226971,104.228437,276,17,09-406-1382,01HD76CAE3JRYZ0Y3CYJTAT21H,144
00,shop 10,35.0235689,135.971704,288,18,66-455-5228,01HD76C8Y37BPZBNSXTPVD2T7C,288
81963,shop 10,32.51494,35.18574,172,14,63-415-4627,01HD76C9M16Q1FAH4CJEZNJ2A6,741
191,shop 10,22.4963477,-79.5462943,144,13,07-546-8988,01HD76CAB8Q0B3405X8XGWWGPK,541
5,shop 8,-7.8626843,-35.5907317,147,15,57-365-5877,01HD76CAHKD9WZ7ZZ6260YGDZY,858
716,shop 7,19.9104798,99.840576,249,5,72-269-5198,01HD76CA6T414W6CZ3SCZYM41R,109
72481,Shop 3,50.0281297,18.1278226,273,6,07-053-2354,01HD76C9KPF1ENCDH46G52JZ5K,204
427,shop 7,8.1642301,99.6756794,210,18,66-344-2582,01HD76CA04H76GNVEAVM65J7B4,272
623,shop 9,5.8833366,118.0357162,147,8,08-713-0896,01HD76C900ZJWPK6RBQMWVB781,693
44,Shop 2,61.0031692,25.3947277,144,6,45-014-3053,01HD76C9J3C9MSTT00JN8W5YE6,221
46,Shop 2,44.4751299,34.1479155,436,11,37-381-3137,01HD76C9N6DCG7WBQBCS00G0HR,641
8153,shop 10,3.01228,-76.484533,204,7,47-947-0827,01HD76CAD2FNAV30H07N6790RS,948
13,shop 5,22.691253,114.346251,208,18,47-751-1327,01HD76C9KJQ1QWR5M2S7PPADXP,147
9,shop 5,14.6710601,102.026135,226,19,63-092-5729,01HD76CAGD2D3F6824RR68SF4E,45
77310,shop 6,50.3657373,20.8874542,127,19,23-883-6224,01HD76CA6CMXY7PTVTKTC173A6,151
6,Shop 2,27.646686,116.695522,215,13,71-352-5172,01HD76CABHX3S478J20P5X1FDX,194
424,shop 7,45.7653181,20.2863213,294,10,03-618-3741,01HD76C9X6QV9FGVWW46517C16,514
31,shop 4,38.3934967,140.8864742,283,15,16-532-2875,01HD76C9P9VKTBHVWTBYP1RADH,32
83,shop 9,-7.4703872,110.9387418,364,20,41-219-4095,01HD76C9YAQG8N3Q5WXNXV4P8V,456
36194,Shop 3,39.207953,117.115904,157,5,33-502-8879,01HD76CAHQ3YEWCAV0VGT314AJ,809
352,shop 6,-32.4871605,-58.2510984,333,18,48-743-4456,01HD76C95QNJFCAKS0E25BKM7B,642
925,shop 5,30.2977417,30.9783805,438,20,90-658-0041,01HD76C9EWBK4792PWJ8QF9G26,550
93,shop 7,39.029567,117.661082,178,16,22-636-9376,01HD76C96WSYCNWVRYWRBCXZ1M,701
68835,Shop 1,30.574474,103.923651,460,17,79-639-3341,01HD76C9SM24EVAZ9YCDFM3V5F,687
22,shop 8,-14.19396,-73.54213,465,15,18-573-7594,01HD76CABEV3J6VK8TB40ACKYW,166
61501,Shop 2,-8.5697306,123.3991028,427,8,30-992-7498,01HD76CAHQ3YEWCAV0VGT314AJ,562
1172,shop 8,42.76667,23.56667,158,8,39-323-9462,01HD76C9ZFS4HK7GF00VDBAFFQ,287
51074,Shop 2,31.18458,115.026045,343,9,07-851-7092,01HD76C9HX00QKWZHGG5BJVKRW,692
57738,shop 9,20.2993311,106.3581527,248,15,86-211-7949,01HD76C96MTV7AJD2NR0CR3C7K,45
12008,Shop 2,-34.6950382,-58.6575429,303,9,26-434-3195,01HD76C9J4NK2WNA2WFT3M61Y6,715
591,Shop 3,49.566715,17.1679608,257,18,00-463-2134,01HD76C9F7E60FXGJH7B4PXM9Z,337
06,shop 6,33.195258,106.045443,267,19,58-182-1631,01HD76CABJX690WDGXJ417WH6V,154
37,shop 10,-24.3965818,25.4970466,405,13,98-676-2359,01HD76C9M8WX81B300HZXH8YND,137
6694,shop 6,36.25745,112.891275,469,15,40-139-7274,01HD76CA4VNQVAC3TA04PM46BG,655
64479,shop 10,13.649619,-87.0218192,397,7,52-731-6688,01HD76C9D4W7MJ51WABB8EP0P4,758
56,shop 6,-7.5085719,-35.3126181,419,7,81-885-1005,01HD76C9RTKJWXMK7JRH7GZ8RR,387
5897,shop 7,54.11215,-9.151825,236,16,05-958-0705,01HD76CA11MX1VP9WQSRZQ1X30,33
1373,Shop 1,14.0412181,122.9421882,249,19,04-261-0566,01HD76CA6B8C4M7M7JXY9YR1FA,754
79,shop 7,59.3770112,17.9485065,494,7,32-315-4195,01HD76C9YKMGT9TM2XK1EQFERE,19
9,shop 10,36.8726504,120.5160702,222,13,94-394-2080,01HD76CAD4R3SJM00R6B7QX5S1,302
1539,shop 7,55.2402058,72.9177892,158,8,65-907-5687,01HD76CA1KFVV7J4JMX9N305DV,96
389,shop 7,22.529403,103.93935,357,17,88-388-2861,01HD76C939T11C7JTHMS1KQHY6,558
6700,shop 9,42.040521,119.2987161,115,5,38-684-6424,01HD76C9R4F4N36B2Y598KSBJ6,127
6329,Shop 2,13.5699981,-14.5611573,181,16,81-873-7823,01HD76C9ATX0WJYT5G9SHGF4D8,159
6,Shop 3,34.9406968,127.6958882,394,9,91-871-1294,01HD76CADJ1E3X4TANRMR0DS33,633
417,Shop 3,50.1157078,8.6591469,132,20,90-583-7277,01HD76C9DW13RX43CPASEYP5SH,349
89552,shop 8,13.204053,108.2080973,358,5,11-351-7849,01HD76C9MK0Z2DH4JNYR5J6QSW,348
142,shop 7,6.4360112,-73.28833,163,13,05-788-0970,01HD76C95KAMB7HE1GZPRTFDYJ,951
186,shop 7,42.3416847,69.590101,375,16,50-606-6529,01HD76C90GDCXFR0V0Y279J64Z,173
9,shop 5,-6.633333,-78.8,173,10,01-517-6682,01HD76C9ZTH08AJ4BT8EZ3TPSG,653
45045,shop 10,41.6751633,60.7598173,190,12,12-375-3409,01HD76C9YPGNMDXB0RRZC01NG0,31
6723,Shop 3,31.492565,113.079333,145,12,24-187-5199,01HD76C9894B1CRTVR5VDWMTKH,415
29,shop 5,51.513694,5.361629,320,14,92-252-2837,01HD76C9SNKF2ATNEA2ZAQ2167,33
4,shop 8,4.8949753,38.1001629,466,16,82-369-8487,01HD76C9HF01XJ0X7S6XM9YS2G,333
63873,shop 8,40.1675841,-8.4639317,147,8,05-118-6166,01HD76C9XSC4N9XCQ94P408MFT,310
8,shop 6,-24.9843096,-65.5805252,135,6,09-595-6626,01HD76CA1H4XRHFQCK8V5FGNCH,194
1123,shop 4,10.4009358,106.22868,226,8,76-459-9516,01HD76C9R2S612FQ2WPA97F2JR,955
5,Shop 3,18.4458276,-96.3598367,106,20,94-667-3543,01HD76CA8KJAVH3MKPQS5ZXABE,897
8679,shop 5,55.900378,37.387813,428,16,94-602-6969,01HD76C9PAT2ZA289VGVS29TWX,509
5491,shop 9,-7.6052823,109.5151561,147,10,31-796-4737,01HD76C9J05HA67BGQEJVWNH0F,991
709,shop 7,49.1199699,6.1650769,332,10,45-323-0777,01HD76CA6YXJV74WHG0B8GJW3M,21
824,shop 6,6.8251698,-8.341016,271,17,57-880-4343,01HD76C9SEE8ZMT9Z3DVAN9HXV,262
66288,shop 5,-8.401854,114.118103,292,5,43-482-8539,01HD76C9WNAFWCJ2NBWGFJ6H9G,751
7706,Shop 2,14.5792342,120.9965883,236,18,07-921-2315,01HD76C98TANMG2VXN77EWZ5Q3,916
1,shop 5,-5.5944574,-78.7841007,401,8,59-255-0251,01HD76C900ZJWPK6RBQMWVB781,276
59709,shop 6,4.7161955,9.7288412,157,11,04-488-0753,01HD76CAE18S4SEHXY735SFPNV,995
28,shop 9,18.1402987,-77.0449327,332,7,79-549-5323,01HD76C9701VR0XT7CZD4S5RNP,759
98,shop 4,35.3,25,265,12,98-888-9892,01HD76C977C51J254DSWWEVCRD,194
43,shop 4,60.4783655,15.3710047,337,19,31-808-8524,01HD76C9Y30C4JASF25PGN0Q2A,69
82708,shop 8,34.5750415,105.7751383,156,9,73-277-8627,01HD76C91VBGFAQ7MWVEHY2Y4H,441
83305,shop 7,54.8493584,50.7951517,194,16,49-410-1564,01HD76CA1F5ZGYG4GBWQKWY75F,110
3,Shop 3,49.189578,26.8447254,338,11,75-889-9668,01HD76C9C5GHE6B49GV2AHFZV2,688
5191,shop 8,-12.1392325,44.4311608,405,7,39-089-6148,01HD76C9NAX41Z37V30Q0T5CVM,572
52791,shop 6,40.0480392,23.4134501,314,7,98-961-0567,01HD76C8ZC5E7784A3BZG0X8AG,768
9487,shop 5,50.2568193,31.781765,173,14,93-940-8137,01HD76CAHJGBTCC3915756TQEY,344
642,shop 6,15.3097361,120.8940375,396,6,76-316-2065,01HD76CA7KPRB3519WT6ZT2PRQ,822
16,Shop 1,50.7437151,21.5208439,420,14,01-665-3793,01HD76CA83EPPX5F5RYJE51XER,666
26,Shop 3,53.2339841,-6.163027,350,8,85-244-1464,01HD76C9504PPQK63E4E630NKV,187
70,shop 10,27.785608,116.175802,122,9,57-019-1125,01HD76CA56H1TJ837K44SRZ4BN,239
764,shop 7,-20.9400441,-48.4812248,467,14,46-343-3137,01HD76C95KAMB7HE1GZPRTFDYJ,802
79494,Shop 3,47.376817,8.538367,342,16,81-657-4576,01HD76CACQ6W05KHNS90P5S16H,284
0769,shop 9,-38.6816248,-62.2841378,177,18,37-575-0819,01HD76C9VTBQJ5118QRS5F39YN,153
5,shop 6,36.628305,101.765843,474,16,55-645-7270,01HD76C9YYJWHPN3YTAVEQ6DAM,754
600,shop 10,-23.4849456,-46.3494828,385,16,85-586-4833,01HD76C9XSC4N9XCQ94P408MFT,136
1246,shop 9,27.867118,116.18757,251,13,24-830-3592,01HD76CA5RYWF9JWQA3HGMJ8KQ,262
26,shop 6,48.3694747,34.4573326,288,20,57-779-1815,01HD76C91T68NXAXNGWV5KYRVR,799
68849,shop 5,33.4293662,36.2223985,185,13,26-268-0159,01HD76C94HEVKRP51ACKKE1FMZ,972
185,shop 8,-19.8078961,-43.9875878,468,10,68-069-0424,01HD76C9T24Q03R927Z0YXHHHR,687
9598,shop 5,-8.2310152,111.5766407,453,9,86-928-7280,01HD76CA4P4VF3JP827Z5HR77T,944
73387,shop 9,32.8924632,130.6828947,474,12,55-091-5328,01HD76C9RC4XZ0ZFVEGKD6RRJ7,443
7,Shop 2,32.7668648,-7.5057737,272,5,10-133-2191,01HD76C9XTQA71SPCT9CK7YB3R,91
86436,Shop 2,-6.507942,106.4794136,293,8,82-945-6894,01HD76C9P430P0KF1M6YQGZ99D,746
2,shop 4,40.266667,72.1,105,16,27-312-4559,01HD76C9XRWVJ9NNTMMD4C3XQE,500
5740,Shop 3,35.0098555,135.4825317,303,6,76-094-1137,01HD76C9MK0Z2DH4JNYR5J6QSW,11
3902,shop 7,30.453667,114.872199,426,19,25-140-0944,01HD76C9CNK1W1JA8FVQBNTX4C,762
250,shop 10,-7.0179497,-52.3613378,292,18,54-126-7031,01HD76CAGX5G2TWVWDMKWPBKC8,266
13647,shop 10,47.0203207,-68.1435046,210,5,10-375-6434,01HD76C9BG1WZTDKE1Q67K612N,829
87,shop 6,-1.8413007,34.6690605,127,5,61-049-1871,01HD76C9JGC4TM4N23BEGRERMW,975
1417,shop 9,-17.9808139,-63.3697226,498,7,04-830-6952,01HD76CA7WYZ5982YMTK22FCDM,766
63768,shop 7,51.0177556,21.5418795,210,10,45-950-9569,01HD76C9FHMX34X5541Y83XMQH,656
9080,shop 6,50.0113078,21.846991,110,19,07-103-3633,01HD76CAA10A06DTNSZ48R87M7,897
092,shop 6,34.058401,107.319116,492,17,65-480-2488,01HD76C91FZ1R6NX88EYM3G0MM,769
0,shop 9,49.2575136,106.4385875,300,8,51-392-2602,01HD76CA3JGMD5R1VMKABPPQVQ,527
581,shop 9,51.5267946,-0.0983812,188,13,64-208-0567,01HD76C9VDS6QY5AYRKZBHWQK8,126
7,shop 8,58.2768797,47.5136153,377,18,27-250-5612,01HD76CABJX690WDGXJ417WH6V,792
802,Shop 1,4.6096768,101.1064003,319,11,23-299-4990,01HD76C9Z2MPSD2BP4Z25RENKD,572
19666,shop 7,26.1226062,50.534262,139,16,23-369-0017,01HD76C9KH698TP2KJXFSDCW8Z,516
947,shop 9,56.030318,12.7425586,258,7,74-755-0062,01HD76C8YHVMKN9B6X6RM878H2,821
728,shop 4,44.7535743,2.2159905,449,14,01-610-2453,01HD76C95CB0BYHM6VH5Y69697,914
50,shop 5,-5.3375891,-42.6880552,445,14,59-778-3686,01HD76CA9NX029FH0BZNEN54WG,499
839,shop 8,34.272117,108.084731,184,12,62-372-2259,01HD76C9BVPKR0VDP491Y09SVD,170
29253,shop 10,16.4311476,103.5083998,146,20,00-000-8031,01HD76C9YBR1M3WCYFHNMWTFY4,739
10649,Shop 2,40.657978,109.840313,167,19,72-853-2735,01HD76C9GSFCCJ7MJWTZD0GT5M,439
160,shop 5,16.2107446,102.4839212,199,11,95-755-3753,01HD76C9YAQG8N3Q5WXNXV4P8V,922
83,shop 7,49.7863419,21.9461429,277,10,57-289-1875,01HD76CA0NPFQG97AH1V373E2A,325
61,Shop 2,71.9666987,102.5000418,302,13,76-811-2923,01HD76C9W3HGR7N9A4AD3X58VB,529
1752,Shop 3,7.0570002,124.7009964,217,7,00-482-5825,01HD76C9GZK6T66CAZRRMCXTTR,61
23,Shop 2,6.783333,-1.566667,130,19,83-354-0086,01HD76C97MDCW8PHKT1M8PW1W0,3
1240,shop 4,14.4693883,121.0059518,108,5,19-920-2006,01HD76C9D0RYF3ABSHPEZS9W74,308
55,shop 5,14.8215286,-89.3904407,348,20,01-276-3667,01HD76C9DJ97BR1VZF4VR49WST,919
91391,shop 7,25.905283,99.222336,471,17,92-943-2986,01HD76C8Y01GFJRF544HVTA4FE,871
467,shop 5,8.0882791,-63.5535552,484,11,37-376-7552,01HD76C9T9SMADEV6M6DWHG6MK,774
57,shop 4,58.4705978,41.5474702,395,8,97-588-2397,01HD76C94C08H9XHQ4S9A8B4J0,373
3703,shop 8,57.7040021,11.9696406,204,15,44-925-4568,01HD76CAB2S19727T07ADQQGR1,167
6675,Shop 1,-8.6268,120.4599,228,18,65-784-6442,01HD76CA4QC8PX5QBPVAB797Z7,860
636,Shop 2,-1.2920659,36.8219462,370,7,55-031-3725,01HD76C8Y83EYBSDM8SCT510DK,770
2,Shop 2,47.3036891,2.6981496,165,19,79-047-6277,01HD76CA54G14C9GFV3E9HZWPH,747
720,shop 9,54.8775481,23.8906541,334,16,53-419-6697,01HD76C9Z6ZDHJ0J0JAYEN2J5Y,420
05105,shop 7,48.4514438,-2.0559531,326,19,10-638-3265,01HD76C9Y65HQTHPKYZCJYPQ39,731
5,shop 4,8.6761,16.566,258,14,68-326-5804,01HD76C9TRVGHMPJPK7N0HE2JX,958
4,shop 6,-13.5033753,-76.068199,488,19,74-157-2463,01HD76CA5N121XG87JRXNATDXM,433
9504,Shop 1,23.0861808,113.4943199,259,6,18-171-0704,01HD76C9HWHW9FJTCKEXHGY014,160
28777,shop 5,50.0628163,19.722311,184,5,13-403-4309,01HD76C9KN4TXZYQS1MSTH8X53,224
0,shop 6,47.2120001,29.1617,313,11,03-139-7231,01HD76CA8CV851NDZZ7NDERYYW,849
398,shop 5,48.8270848,2.5111543,478,20,03-704-6401,01HD76C9SB8BFXX2Z0N3HCV3SC,305
23638,shop 7,34.68474,69.02863,375,12,52-565-2310,01HD76CA9NX029FH0BZNEN54WG,933
83497,shop 9,-8.2151612,112.6109257,167,5,05-112-0655,01HD76C9QYHVZHTTJ4SFWY4V65,986
41,shop 10,30.8273337,74.1000849,416,9,78-996-1046,01HD76C9YHF01TNF66QX0S5ZYW,629
10520,shop 5,-8.5568557,125.5603143,431,13,73-150-6882,01HD76C9ERZ3VXZ1G8N6553ZFA,780
7258,shop 8,-7.6631652,109.6550032,339,17,68-999-3144,01HD76C97BBSW9ZV91XW6ZSVCK,529
811,shop 5,48.9095,25.33926,128,17,49-462-0034,01HD76C8ZC5E7784A3BZG0X8AG,499
31717,shop 6,-7.2953035,107.0716609,492,11,16-255-9807,01HD76C9DA2W0FFAQNPXPNQFP5,528
380,shop 10,-9.6551739,124.2699432,377,9,29-425-1741,01HD76C9X77M1FVJHWTHQHFMAK,571
592,shop 9,-8.2288463,112.8015745,287,14,60-693-0098,01HD76C9CABC1NGM94VG0KC7V2,29
38,shop 9,57.5260245,13.3426293,178,17,84-699-1467,01HD76C958RHCGRK4Y6BAHFWDZ,582
0,shop 10,-6.5640911,110.8642328,262,19,48-794-6652,01HD76C9SAXKNJW2VSVG5SKVEZ,609
9904,Shop 3,46.814102,130.375062,297,16,70-451-8375,01HD76CA989T54D2X59019WV9N,320
48,shop 6,54.4,23.65,248,8,11-327-5989,01HD76C9GH3ZZMVZJRXPARC4T9,634
9,Shop 3,31.412405,95.595761,158,17,04-574-3556,01HD76C9GEFYHASX6VFMH9NMTX,16
20,shop 6,30.646759,111.276255,399,17,02-529-0513,01HD76C9S61E3N0Q06B97RM3GG,860
7,shop 4,53.8628256,44.8558231,462,7,51-166-9128,01HD76CA6VZRDR22KE5HMBEHCD,757
65,shop 10,49.1,91.8666667,287,5,60-284-6060,01HD76CA5YJKV8YSTMC5D45FS0,770
87,shop 8,23.3854292,113.4895468,433,5,29-434-8514,01HD76CA97MNFCJ3N3M3YXYA97,171
94,shop 4,15.1274943,104.5757366,498,9,90-953-7117,01HD76C9FQPMX00K8ARNV9CQRF,4
27467,shop 8,54.7894086,65.9674841,339,17,21-064-3632,01HD76CA79NPF5QZNERKSPJNQ6,420
604,shop 5,6.7205676,11.2580472,422,19,77-293-3789,01HD76C964PRXZYDMXG4E8TQN0,859
0,shop 10,-34.5430068,-58.4754447,159,15,29-522-0616,01HD76CA3GPPHYQ9BH90KHP0BP,689
395,shop 6,40.7038775,-74.16442,424,16,05-695-5477,01HD76CAEJHNZZRF73SH1BCJC4,468
450,Shop 1,37.9375856,22.8008984,189,5,84-848-1658,01HD76CAGA9W59BZCE9K2P4VD7,593
302,Shop 2,10.8312641,-72.8207035,270,17,54-964-8136,01HD76CAH26945V4C7C9FQM299,393
238,shop 9,50.1046609,17.1303468,475,15,67-509-8403,01HD76CAASNYW76S31D35STAMV,1
759,Shop 2,8.4362867,-69.9959762,395,9,09-437-0478,01HD76C9PS4EXY5KCDJQN1SNFP,404
034,shop 7,9.2979179,-82.4211025,303,15,87-921-0392,01HD76C9VAK3X4DMYK99XRZYPH,877
93,shop 4,-8.2024827,115.3874591,387,9,85-294-0203,01HD76C93K0C2WJP185EPNBGE6,495
6,Shop 2,25.6765837,-100.2602364,356,13,34-943-1776,01HD76C9RY0VXFZGBZVA3P7XMP,898
9,shop 4,8.7550575,-11.044307,428,11,83-414-3236,01HD76C9YR3G5051KWDTMT1R2Z,181
6,shop 10,13.5570718,-88.3494328,413,17,92-516-2535,01HD76CAE18S4SEHXY735SFPNV,889
09,shop 4,53.8072015,87.372095,468,18,79-000-0124,01HD76C9WP1Q4QHRB1XFYA2P5W,180
807,Shop 1,46.9962539,28.8716267,363,16,90-190-6637,01HD76C91Q3B56XEZEAPC795NA,168
81035,shop 9,51.7930978,23.528792,157,5,07-544-0879,01HD76CA4W6ND67SCX1DSQ7ABX,417
14585,shop 7,38.9083752,-9.050741,296,11,52-677-6131,01HD76CAD74X2STVSCK0H1NABY,958
784,shop 6,49.9146804,18.0123649,186,10,62-366-6159,01HD76C9J05HA67BGQEJVWNH0F,110
16,Shop 3,-0.2488358,35.7323709,335,15,03-060-3737,01HD76C9AB46XB7TMFCR9YV56R,710
25,Shop 3,36.43806,38.11984,121,5,36-873-7954,01HD76CAE3JRYZ0Y3CYJTAT21H,400
054,shop 5,60.1128845,22.9535316,141,18,94-530-6208,01HD76C9HF01XJ0X7S6XM9YS2G,775
58,shop 4,18.9384732,-70.407981,286,6,88-784-3567,01HD76C91DRD1828337YRYTPZ7,818
0673,shop 5,-6.2038486,106.8190806,197,7,54-940-8932,01HD76CA11MX1VP9WQSRZQ1X30,788
87046,shop 6,42.9786866,141.8352113,300,6,68-556-9364,01HD76C9SEE8ZMT9Z3DVAN9HXV,361
8092,shop 5,28.0185886,89.9253233,340,5,11-612-2405,01HD76C9CABC1NGM94VG0KC7V2,610
094,shop 4,55.7165288,37.784921,348,14,48-386-2066,01HD76CAAYQ04K2F6418T37PXX,638
0,shop 6,-20.7430332,-46.6096926,267,16,35-500-4677,01HD76CACZP2T20CDDZG9YTRDQ,205
31,shop 10,31.6532755,69.4038491,450,20,38-118-1691,01HD76CA6GVQY2DNZBGF9H1DV0,551
92720,shop 7,41.2418116,-95.9673967,347,15,70-742-1858,01HD76C97YRGT9RBG351M4ZD2Z,968
23469,shop 10,34.352865,62.2040287,289,12,21-683-2867,01HD76C9H54CFWAFM0TC6N1ZEK,226
039,shop 5,39.708782,116.796531,316,10,49-039-3205,01HD76CA7SBXW2RNHMKA34YPSM,694
6818,shop 4,34.681962,-1.900155,290,11,11-679-2460,01HD76C92F2S4FF9432M3MBJDQ,319
